# NaI:Tl -- material specification for the optical simulation.
#
# GENERATED FILE.  Produced by scripts/make_material_variants.py from the models
# in scint/optical.py.  Do not edit by hand: regenerate instead, so that the
# provenance notes below cannot drift away from the code that made the numbers.
#
# VARIANT: measured absorption + flat refractive index 1.85
# The flat-index practice, on top of the measured attenuation, inverted with
# the same flat index.
#
# PROVENANCE OF THE NON-OPTICAL PARAMETERS
#
#   src_A = Bonesini, arXiv:2505.06929, Table 1
#   src_B = Miller et al., IEEE TNS 72 197 (2025), arXiv:2403.02668, Table I (Geant4 parameter compilation)
#
# NOTE -- the two sources disagree about this material:
#   light yield   src_A 38,000 ph/MeV   src_B 41,000 ph/MeV      (7.9 %)
#   decay         src_A 250 ns single   src_B 220 ns (96 %) + 1500 ns (4 %)
# The structure of the decay differs, not merely its value. src_B is used here
# because it is the compilation assembled specifically for Geant4 and benchmarked
# against measurement; the disagreement is itself a subject of this study.

name          = NaI_Tl
density_g_cm3 = 3.67                    # src_A; PDG gives 3.667 for pure NaI
composition   = Na:0.153373922,I:0.846626078   # exact, from stoichiometry

scintillation_yield_per_MeV = 41000     # src_B
yield_ratio_1               = 0.96      # src_B
yield_ratio_2               = 0.04      # src_B
time_constant_1_ns          = 220       # src_B
time_constant_2_ns          = 1500      # src_B

# RESOLUTIONSCALE inflates the variance of the photon number above Poisson.
# src_B uses 3.50 for this material, stating that the resolution scale "was
# calculated from the energy resolution" -- that is, fitted to the observable it
# would then be used to reproduce. Using it would make simulated energy
# resolution a fit rather than a prediction, so this study keeps it at 1 and
# reports the statistical resolution as a lower bound. The gap to measurement is
# the non-proportionality and transfer term, which Geant4 does not model.
resolution_scale = 1.0

# --- Refractive index --------------------------------------------------------
# The single value quoted for NaI:Tl on essentially every manufacturer
# datasheet and in most simulation papers. Kept as a variant because it is
# what the field does, not because it is a measurement.
[RINDEX]
280    1.85
290    1.85
300    1.85
310    1.85
320    1.85
330    1.85
340    1.85
350    1.85
360    1.85
370    1.85
380    1.85
390    1.85
400    1.85
410    1.85
420    1.85
430    1.85
440    1.85
450    1.85
460    1.85
470    1.85
480    1.85
490    1.85
500    1.85
510    1.85
520    1.85
530    1.85
540    1.85
550    1.85
560    1.85
570    1.85
580    1.85
590    1.85
600    1.85
610    1.85
620    1.85
630    1.85
640    1.85
650    1.85
660    1.85
670    1.85
680    1.85
690    1.85
700    1.85

# --- Bulk absorption length --------------------------------------------------
# Effective attenuation length from the NaI(Tl) transmittance curve of Mao,
# Zhang & Zhu, IEEE Trans. Nucl. Sci. 55 (2008) 2425, Fig. 2, digitised by
# scripts/digitise_mao_fig2.py and inverted with the paper's own transmittance
# expression over its 38.8 mm sample. Calibration was checked against the
# emission and excitation peaks printed inside the panel, and the recovered 50
# % cut-off against the 365 nm stated in the text. This is an EFFECTIVE
# attenuation: a single-beam transmittance does not separate absorption from
# scattering, so implementing it as ABSLENGTH overestimates the loss by
# whatever fraction is scattering. Inverted with the flat1p85 dispersion,
# matching this variant's RINDEX.
[ABSLENGTH_mm]
280    9.61597
290    9.61597
300    9.61597
310    9.61597
320    9.61597
330    9.61597
340    10.2337
350    19.7937
360    52.3657
370    162.712
380    280.47
390    424.544
400    549.444
410    671.75
420    747.962
430    884.826
440    1019.59
450    1158.51
460    1397.67
470    1697.19
480    1961.8
490    2535.48
500    3270.68
510    4042.36
520    7274.52
530    12235.6
540    64993.8
550    100000
560    100000
570    100000
580    100000
590    100000
600    100000
610    100000
620    100000
630    100000
640    100000
650    100000
660    100000
670    100000
680    100000
690    100000
700    100000

# --- Emission spectrum (1) ---------------------------------------------------
# Gaussian band, peak 415 nm (src_A), FWHM 65 nm. The peak position is well
# established; the SHAPE AND WIDTH ARE ASSUMED. The real band is asymmetric,
# and no open source publishes it as a table -- src_B plots it in Fig. 8b but
# the underlying data sits behind an IEEE DataPort subscription, and the LBNL
# scintillator library lists the peak only. The width is therefore scanned
# (55/65/75 nm) rather than claimed. It is entangled with the absorption edge:
# the blue side of this band runs straight into it. AS TABULATED: the values
# are written straight down as a Gaussian in wavelength, which is what
# digitising a published emission curve produces. Geant4 integrates the table
# over photon ENERGY, so the band it samples is blue-shifted by 3.8 nm
# relative to the curve written here (measured: mean 411.25 nm against the 415
# nm written). This is the baseline because it is what current practice
# produces; the jacobian variant shows what the choice costs.
[SCINTILLATIONCOMPONENT1]
300    0.000170173
305    0.000356053
310    0.000720922
315    0.00141258
320    0.00267846
325    0.00491484
330    0.00872737
335    0.0149971
340    0.0249392
345    0.0401334
350    0.0625
355    0.0941899
360    0.137366
365    0.193867
370    0.264775
375    0.349947
380    0.447586
385    0.553989
390    0.663553
395    0.769131
400    0.862731
405    0.936483
410    0.983728
415    1
420    0.983728
425    0.936483
430    0.862731
435    0.769131
440    0.663553
445    0.553989
450    0.447586
455    0.349947
460    0.264775
465    0.193867
470    0.137366
475    0.0941899
480    0.0625
485    0.0401334
490    0.0249392
495    0.0149971
500    0.00872737
505    0.00491484
510    0.00267846
515    0.00141258
520    0.000720922
525    0.000356053
530    0.000170173
535    7.87077e-05
540    3.52285e-05
545    1.52588e-05
550    6.39583e-06
555    2.59432e-06
560    1.01836e-06
565    3.86836e-07
570    1.42201e-07
575    5.0586e-08
580    1.74144e-08
585    5.80142e-09
590    1.8703e-09
595    5.83497e-10
600    1.76163e-10

# --- Emission spectrum (2) ---------------------------------------------------
# The two decay components are given the same emission spectrum: no source
# reports a different band for the slow component of NaI:Tl.
[SCINTILLATIONCOMPONENT2]
300    0.000170173
305    0.000356053
310    0.000720922
315    0.00141258
320    0.00267846
325    0.00491484
330    0.00872737
335    0.0149971
340    0.0249392
345    0.0401334
350    0.0625
355    0.0941899
360    0.137366
365    0.193867
370    0.264775
375    0.349947
380    0.447586
385    0.553989
390    0.663553
395    0.769131
400    0.862731
405    0.936483
410    0.983728
415    1
420    0.983728
425    0.936483
430    0.862731
435    0.769131
440    0.663553
445    0.553989
450    0.447586
455    0.349947
460    0.264775
465    0.193867
470    0.137366
475    0.0941899
480    0.0625
485    0.0401334
490    0.0249392
495    0.0149971
500    0.00872737
505    0.00491484
510    0.00267846
515    0.00141258
520    0.000720922
525    0.000356053
530    0.000170173
535    7.87077e-05
540    3.52285e-05
545    1.52588e-05
550    6.39583e-06
555    2.59432e-06
560    1.01836e-06
565    3.86836e-07
570    1.42201e-07
575    5.0586e-08
580    1.74144e-08
585    5.80142e-09
590    1.8703e-09
595    5.83497e-10
600    1.76163e-10
